time unit: us, u_IMU/r_SM_IMU[7:0], u_IMU/r_SM_IMU.idle, u_IMU/r_SM_IMU.assert_cs, u_IMU/r_SM_IMU.send_addr, u_IMU/r_SM_IMU.wait_addr_rx, u_IMU/r_SM_IMU.wait_data_rx, u_IMU/r_SM_IMU.send_dummy, u_IMU/r_SM_IMU.release_cs, u_IMU/r_SM_IMU.done, o_IMU_CS_n, u_IMU/o_TX_DV, w_IMU_TX_Ready, w_IMU_RX_DV, u_IMU/i_RX_Byte[7:0], u_IMU/i_RX_Byte[7], u_IMU/i_RX_Byte[6], u_IMU/i_RX_Byte[5], u_IMU/i_RX_Byte[4], u_IMU/i_RX_Byte[3], u_IMU/i_RX_Byte[2], u_IMU/i_RX_Byte[1], u_IMU/i_RX_Byte[0], u_IMU_MASTER/o_SPI_Clk, u_IMU_MASTER/i_SPI_MISO, u_IMU_MASTER/o_SPI_MOSI, u_IMU/r_Cnt[5:0], u_IMU/r_Cnt[5], u_IMU/r_Cnt[4], u_IMU/r_Cnt[3], u_IMU/r_Cnt[2], u_IMU/r_Cnt[1], u_IMU/r_Cnt[0], w_IMU_TX_Byte[7:0], w_IMU_TX_Byte[7], w_IMU_TX_Byte[6], w_IMU_TX_Byte[5], w_IMU_TX_Byte[4], w_IMU_TX_Byte[3], w_IMU_TX_Byte[2], w_IMU_TX_Byte[1], w_IMU_TX_Byte[0], u_IMU/r_WHOAMI_Reg[7:0], u_IMU/r_WHOAMI_Reg[7], u_IMU/r_WHOAMI_Reg[6], u_IMU/r_WHOAMI_Reg[5], u_IMU/r_WHOAMI_Reg[4], u_IMU/r_WHOAMI_Reg[3], u_IMU/r_WHOAMI_Reg[2], u_IMU/r_WHOAMI_Reg[1], u_IMU/r_WHOAMI_Reg[0],
0, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X,
401, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
402, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
403, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
404, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
405, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
406, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
407, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
408, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
409, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
410, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
411, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
412, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
413, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
414, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
415, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
416, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
417, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
418, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
419, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
420, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
421, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
422, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
423, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
424, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
425, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
426, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
427, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
428, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
429, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
430, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
431, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
432, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
433, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
434, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
435, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
436, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
437, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
438, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
439, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
440, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
441, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
442, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
443, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
444, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
445, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
446, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
447, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
448, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
449, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
450, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
451, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
452, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
453, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
454, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
455, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
456, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
457, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
458, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
459, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
460, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
461, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
462, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
463, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
464, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
465, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
466, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
467, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
468, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
469, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
470, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
471, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
472, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
473, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
474, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
475, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
476, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
477, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
478, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
479, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
480, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
481, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
482, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
483, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
484, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
